period,accountability_matrix,separationsCount,attritionRate,headcount,ageMeanYrs,tenureMeanYrs,recognitionEvents,supervisorsCount,lowPerffCount,highPerfCount,timeID
201202,Corporate,1,0.003246753246753247,308,43.73674242424243,8.5741341991342,0,75,2,169,26
201202,DEG,2,0.002484472049689441,805,39.421635610766046,10.145859213250517,0,153,4,404,26
201202,EBU,1,0.01,100,43.14416666666667,11.6925,0,25,2,41,26
201202,Finance,5,0.00929368029739777,538,40.10780669144982,8.606722428748451,0,162,5,226,26
201202,Front End,38,0.004537855266300453,8374,36.55969867048802,7.908297508160178,0,1116,267,3190,26
201202,GCM,0,0,44,44.145833333333336,9.039772727272728,0,8,1,25,26
201202,Global Procurement,0,0,399,41.819966583124476,10.870509607351712,0,73,4,211,26
201202,GSC,3,0.013157894736842105,228,38.00767543859649,10.251827485380117,0,42,4,112,26
201202,HR,7,0.02023121387283237,346,40.13848747591522,8.98169556840077,0,77,7,175,26
201202,Inactive,0,0,11,38.95454545454545,6.666666666666667,0,2,1,7,26
201202,IT,4,0.00477326968973747,838,40.596957040572796,10.732100238663485,0,104,10,419,26
201202,Legal,2,0.0273972602739726,73,45.51598173515982,9.811643835616438,0,18,0,57,26
201202,Lexar,1,0.00819672131147541,122,45.98155737704918,6.238387978142076,0,32,2,68,26
201202,MBU,0,0,140,41.70654761904762,11.508333333333333,0,40,1,85,26
201202,NVEG,19,0.011117612638970159,1709,38.90052662375658,8.694558221181978,0,341,19,764,26
201202,Production Support,0,0,915,42.8620218579235,14.032786885245903,0,150,5,580,26
201202,Quality,1,0.002304147465437788,434,38.669930875576036,11.409178187403993,0,87,5,150,26
201202,Sales,2,0.00408997955010225,489,41.440184049079754,9.573790047716427,0,120,8,209,26
201202,SBU,1,0.007874015748031496,127,44.17847769028871,6.141732283464567,0,25,3,72,26
201202,Tech Dev,5,0.003355704697986577,1490,40.77595078299776,11.574888143176734,0,282,11,918,26
201202,Tech Pathfinding,0,0,32,42.1015625,12.1171875,0,8,0,20,26
201202,Unknown,0,0,1,22.083333333333332,0.16666666666666666,0,0,0,1,26
201203,Back End,43,0.00617638609594944,6962,34.891075361486166,9.060519007947908,0,607,125,2131,27
201203,CCG,1,0.0033783783783783786,296,41.46171171171171,10.515202702702704,0,73,9,157,27
201203,Central BU,0,0,4,44.875,13.958333333333334,0,2,0,4,27
201203,Central Eng & Strategy,0,0,10,39,9.983333333333333,0,1,0,3,27
201203,CNBU,1,0.01098901098901099,91,43.273809523809526,8.968864468864469,0,23,1,50,27
201203,Corporate,4,0.01282051282051282,312,43.745192307692314,8.623130341880342,0,79,1,174,27
201203,DEG,4,0.004975124378109453,804,39.51907131011608,10.20138888888889,0,153,4,398,27
201203,EBU,1,0.00980392156862745,102,43.03186274509804,11.555555555555555,0,25,3,42,27
201203,Finance,3,0.00558659217877095,537,40.14199255121043,8.669149596523898,0,162,4,225,27
201203,Front End,34,0.004059701492537314,8375,36.64449751243781,7.9958308457711444,0,1124,267,3203,27
201203,GCM,1,0.023255813953488372,43,44.07945736434109,9.040697674418604,0,8,1,25,27
201203,Global Procurement,1,0.002506265664160401,399,41.836675020885544,10.943609022556393,0,73,4,210,27
201203,GSC,0,0,225,37.952962962962964,10.264814814814814,0,42,4,110,27
201203,HR,5,0.01440922190201729,347,40.36695485110471,9.117675312199808,0,79,7,177,27
201203,Inactive,0,0,11,39.03787878787879,6.75,0,2,1,7,27
201203,IT,4,0.004767580452920143,839,40.632499006754074,10.739372268573698,0,102,11,422,27
201203,Legal,0,0,71,45.651408450704224,9.900234741784038,0,18,0,57,27
201203,Lexar,0,0,122,46.15027322404372,6.327868852459016,0,32,2,68,27
201203,MBU,1,0.006944444444444444,144,41.60011574074074,11.450810185185185,0,40,1,86,27
201203,NVEG,18,0.010569583088667059,1703,39.048933255040126,8.764386376981797,0,337,18,763,27
201203,Production Support,2,0.0021715526601520088,921,42.91558089033659,14.100072385088673,0,151,5,582,27
201203,Quality,0,0,435,38.75900383141762,11.480459770114942,0,89,5,151,27
201203,Sales,7,0.014314928425357873,489,41.49437627811861,9.605998636673483,0,117,8,208,27
201203,SBU,0,0,123,44.15650406504065,6.324525745257453,0,26,3,72,27
201203,Tech Dev,1,6.702412868632708e-4,1492,40.79574396782842,11.587187220732796,0,278,12,921,27
201203,Tech Pathfinding,0,0,32,42.184895833333336,12.200520833333334,0,8,0,20,27
201204,Back End,91,0.012789880534082924,7115,34.798887327242916,8.94957835558679,0,615,128,2136,28
201204,CCG,1,0.003367003367003367,297,41.63524130190797,10.555274971941639,0,75,9,156,28
201204,Central BU,0,0,4,44.958333333333336,13.145833333333334,0,2,0,4,28
201204,Central Eng & Strategy,0,0,10,39.083333333333336,10.066666666666666,0,1,0,3,28
201204,CNBU,0,0,90,43.33148148148148,9.085185185185185,0,24,1,50,28
201204,Corporate,4,0.012422360248447204,322,43.595755693581786,8.600672877846792,0,82,1,177,28
201204,DEG,5,0.006234413965087282,802,39.61346633416459,10.289588528678303,0,154,4,399,28
201204,EBU,1,0.009708737864077669,103,42.88106796116505,11.415048543689322,0,27,3,43,28
201204,Finance,5,0.009328358208955223,536,40.15516169154229,8.707089552238806,0,161,5,225,28
201204,Front End,56,0.006709801102324467,8346,36.6515496445403,8.055755252016935,0,1122,267,3205,28
201204,GCM,1,0.023809523809523808,42,44.13095238095238,9.259920634920634,0,8,1,25,28
201204,Global Procurement,1,0.0026666666666666666,375,42.654666666666664,11.40622222222222,0,69,4,207,28
201204,GSC,3,0.012987012987012988,231,37.73737373737374,10.128787878787879,0,42,4,111,28
201204,HR,6,0.017191977077363897,349,40.65210124164279,9.16093600764088,0,76,7,177,28
201204,Inactive,0,0,11,39.12121212121212,6.833333333333333,0,2,1,7,28
201204,IT,8,0.009142857142857144,875,40.77390476190476,10.754095238095239,0,105,10,430,28
201204,Legal,0,0,71,45.73474178403756,9.98356807511737,0,18,0,57,28
201204,Lexar,2,0.016666666666666666,120,46.17916666666667,6.434722222222223,0,31,2,67,28
201204,MBU,0,0,144,41.808449074074076,11.626157407407407,0,39,0,91,28
201204,NVEG,9,0.005253940455341506,1713,39.15075890251021,8.758853862619187,0,341,17,782,28
201204,Production Support,3,0.003260869565217391,920,42.95661231884058,14.164764492753624,0,151,5,584,28
201204,Quality,2,0.004597701149425287,435,38.76934865900383,11.497318007662836,0,89,1,148,28
201204,Sales,7,0.01443298969072165,485,41.58127147766323,9.574226804123711,0,112,7,211,28
201204,SBU,0,0,124,44.07258064516129,6.65255376344086,0,27,3,71,28
201204,Tech Dev,7,0.0045871559633027525,1526,40.800677151594584,11.482142857142856,0,285,12,928,28
201204,Tech Pathfinding,0,0,32,42.268229166666664,12.283854166666666,0,8,0,20,28
201205,Back End,114,0.01594851706771125,7148,34.8466354224958,8.960175340421562,0,618,113,2146,29
201205,CCG,1,0.0034602076124567475,289,41.65715109573241,10.700403690888121,0,74,9,153,29
201205,Central BU,0,0,4,45.041666666666664,13.229166666666666,0,2,0,4,29
201205,Central Eng & Strategy,0,0,10,39.166666666666664,10.15,0,1,0,3,29
201205,CNBU,0,0,91,43.340659340659336,9.067765567765568,0,24,1,50,29
201205,Corporate,1,0.002785515320334262,359,43.81963788300836,8.353760445682452,0,85,1,186,29
201205,DEG,2,0.0024813895781637717,806,39.64185277088503,10.348221670802316,0,153,4,401,29
201205,EBU,0,0,103,42.68446601941748,11.462783171521037,0,26,3,43,29
201205,Finance,3,0.005607476635514018,535,40.16323987538941,8.724610591900312,0,164,5,227,29
201205,Front End,62,0.007441190590494479,8332,36.753320531285006,8.113748199711955,0,1118,269,3215,29
201205,GCM,0,0,41,43.81910569105691,9.410569105691057,0,7,1,25,29
201205,Global Procurement,3,0.007978723404255319,376,42.66910460992907,11.463209219858156,0,69,4,209,29
201205,GSC,3,0.013636363636363636,220,37.670833333333334,10.023484848484848,0,36,4,107,29
201205,HR,6,0.017699115044247787,339,40.794739429695184,9.16150442477876,0,75,6,172,29
201205,Inactive,0,0,11,39.20454545454545,7.810606060606061,0,2,1,7,29
201205,IT,8,0.009060022650056626,883,40.70545488863722,10.732634956587392,0,106,10,434,29
201205,Legal,0,0,73,45.70205479452054,9.79337899543379,0,16,0,58,29
201205,Lexar,0,0,115,46.02173913043478,6.389855072463768,0,29,2,63,29
201205,MBU,0,0,142,41.894366197183096,11.72593896713615,0,39,0,90,29
201205,NVEG,7,0.004046242774566474,1730,39.21348747591522,8.730828516377649,0,340,18,790,29
201205,Production Support,0,0,920,42.987500000000004,14.233695652173914,0,150,6,585,29
201205,Quality,0,0,436,38.69438073394495,11.438646788990825,0,87,1,148,29
201205,Sales,4,0.00816326530612245,490,41.68588435374149,9.653061224489795,0,112,7,209,29
201205,SBU,1,0.00847457627118644,118,44.058615819209045,6.975988700564972,0,25,3,64,29
201205,Tech Dev,6,0.003898635477582846,1539,40.8188758934373,11.509042668399394,0,286,12,928,29
201205,Tech Pathfinding,0,0,32,42.3515625,12.3671875,0,8,0,20,29
201205,Unknown,10,1,10,25.525000000000002,2.625,0,0,0,1,29
201206,Back End,92,0.012834821428571428,7168,34.849981398809526,8.94677734375,0,623,116,2147,30
201206,CCG,0,0,291,41.629152348224515,10.68127147766323,0,73,9,155,30
201206,Central BU,0,0,5,44.96666666666667,14.549999999999999,0,2,0,5,30
201206,Central Eng & Strategy,0,0,10,39.25,10.233333333333333,0,1,0,3,30
201206,CNBU,1,0.011111111111111112,90,43.37685185185185,9.176851851851852,0,24,1,50,30
201206,Corporate,2,0.005555555555555556,360,43.981712962962966,8.349074074074073,0,91,1,189,30
201206,DEG,2,0.0024906600249066002,803,39.73422581984226,10.44914902449149,0,152,4,402,30
201206,EBU,0,0,112,42.367559523809526,10.832589285714285,0,25,2,47,30
201206,Finance,2,0.0037174721189591076,538,40.099752168525406,8.69361833952912,0,168,5,229,30
201206,Front End,57,0.0068419157364061935,8331,36.837984635698,8.170877845796824,0,1118,269,3213,30
201206,GCM,0,0,42,43.3968253968254,9.26984126984127,0,7,1,26,30
201206,Global Procurement,2,0.005319148936170213,376,42.74645390070922,11.564937943262413,0,69,4,210,30
201206,GSC,0,0,217,37.66013824884792,10.082565284178187,0,36,5,102,30
201206,HR,3,0.008875739644970414,338,40.8542899408284,9.26577909270217,0,74,6,174,30
201206,Inactive,0,0,9,38.5,7.87962962962963,0,2,1,5,30
201206,IT,6,0.006896551724137931,870,40.82375478927203,10.807375478927204,0,106,10,429,30
201206,Legal,0,0,73,45.78538812785388,9.876712328767123,0,16,0,58,30
201206,Lexar,0,0,115,46.10507246376812,6.473188405797102,0,29,2,63,30
201206,MBU,1,0.007042253521126761,142,41.97769953051643,11.80868544600939,0,39,0,90,30
201206,NVEG,12,0.0069124423963133645,1736,39.341973886328724,8.816724270353303,0,339,16,798,30
201206,Production Support,5,0.00544069640914037,919,43.05576713819369,14.306039173014147,0,151,6,586,30
201206,Quality,2,0.004524886877828055,442,38.632730015082956,11.336726998491704,0,88,2,148,30
201206,Sales,1,0.0020242914979757085,494,41.645748987854255,9.51636302294197,0,112,6,209,30
201206,SBU,1,0.008547008547008548,117,44.23148148148149,6.999287749287749,0,24,3,65,30
201206,Tech Dev,5,0.003205128205128205,1560,40.84604700854701,11.444391025641025,0,289,13,931,30
201206,Tech Pathfinding,0,0,32,42.434895833333336,12.450520833333334,0,8,0,20,30
201207,Back End,125,0.01697216564833673,7365,34.62235799954741,8.744964924190993,0,624,123,2204,31
201207,CCG,2,0.006872852233676976,291,41.76345933562428,10.724226804123711,0,70,9,156,31
201207,Central BU,0,0,5,45.050000000000004,14.75,0,2,0,5,31
201207,Central Eng & Strategy,0,0,10,39.333333333333336,10.316666666666666,0,1,0,3,31
201207,CNBU,1,0.01098901098901099,91,43.17216117216117,9.158424908424909,0,24,1,51,31
201207,Corporate,3,0.008152173913043478,368,44.091032608695656,8.441802536231885,0,92,1,188,31
201207,DEG,1,0.0012453300124533001,803,39.82793690327937,10.522415940224159,0,149,3,401,31
201207,EBU,0,0,112,42.450892857142854,11.119047619047619,0,26,2,47,31
201207,Finance,5,0.009345794392523364,535,40.132554517133954,8.76993769470405,0,169,5,227,31
201207,Front End,54,0.0065154440154440154,8288,36.903907255469754,8.244419642857142,0,1126,264,3211,31
201207,GCM,0,0,41,43.323170731707314,8.949186991869919,0,6,1,27,31
201207,Global Procurement,2,0.005333333333333333,375,42.86933333333334,11.665555555555557,0,73,4,210,31
201207,GSC,2,0.009174311926605505,218,37.51758409785933,9.969801223241591,0,36,5,102,31
201207,HR,8,0.023121387283236993,346,40.73868015414258,9.130780346820808,0,76,7,173,31
201207,Inactive,1,0.125,8,38.958333333333336,6.958333333333333,0,1,1,4,31
201207,IT,3,0.0033707865168539327,890,40.86507490636704,10.822940074906368,0,109,8,434,31
201207,Legal,0,0,75,45.49111111111111,9.696666666666667,0,16,0,59,31
201207,Lexar,1,0.008620689655172414,116,46.400862068965516,6.5,0,29,2,63,31
201207,MBU,0,0,143,41.93181818181818,11.45862470862471,0,39,0,89,31
201207,NVEG,14,0.00793201133144476,1765,39.308640226628896,8.73399433427762,0,344,15,806,31
201207,Production Support,2,0.0021715526601520088,921,43.09473398479913,14.26610568222946,0,151,6,587,31
201207,Quality,1,0.0022675736961451248,441,38.72108843537415,11.496031746031747,0,88,1,148,31
201207,Sales,7,0.013944223107569721,502,41.64591633466136,9.517762284196547,0,114,6,213,31
201207,SBU,0,0,121,43.937327823691454,6.765151515151516,0,28,3,67,31
201207,Tech Dev,5,0.0031426775612822125,1591,40.8346427823172,11.388173056777708,0,302,13,938,31
201207,Tech Pathfinding,0,0,33,42.70454545454546,12.767676767676768,0,8,0,21,31
201207,Unknown,1,1,1,33.833333333333336,11.333333333333334,0,0,0,0,31
201208,Back End,95,0.012830902215018909,7404,34.63195569962183,8.737394201332613,0,627,124,2216,32
201208,CCG,1,0.0035211267605633804,284,41.661678403755865,10.761443661971832,0,69,9,155,32
201208,Central BU,0,0,6,44.75,13.944444444444445,0,2,0,6,32
201208,Central Eng & Strategy,0,0,10,39.416666666666664,10.4,0,1,0,3,32
201208,CNBU,2,0.021739130434782608,92,43.23731884057971,9.114130434782608,0,23,1,50,32
201208,Corporate,3,0.008086253369272238,371,44.357367475292,8.703279424977538,0,93,1,193,32
201208,DEG,0,0,804,39.86795190713101,10.598155058043117,0,149,2,402,32
201208,EBU,0,0,111,42.7012012012012,11.392642642642642,0,26,2,47,32
201208,Finance,3,0.005607476635514018,535,40.15482866043614,8.977881619937696,0,168,5,226,32
201208,Front End,46,0.005567659162430404,8262,36.98304486403615,8.478637133865892,0,1132,259,3196,32
201208,GCM,0,0,43,43.68023255813953,8.616279069767442,0,7,1,27,32
201208,Global Procurement,3,0.007832898172323759,383,42.782201914708445,11.756527415143603,0,75,4,210,32
201208,GSC,1,0.0045871559633027525,218,37.681957186544345,9.996177370030582,0,36,5,105,32
201208,HR,5,0.01466275659824047,341,40.85019550342131,9.411045943304009,0,76,5,170,32
201208,Inactive,0,0,7,40.083333333333336,7.809523809523809,0,1,1,4,32
201208,IT,5,0.005567928730512249,898,40.80011135857461,10.824610244988863,0,110,8,437,32
201208,Legal,0,0,76,45.47258771929825,9.68859649122807,0,17,0,60,32
201208,Lexar,3,0.02608695652173913,115,46.34130434782609,6.608695652173913,0,29,2,63,32
201208,MBU,0,0,141,41.986997635933804,11.479905437352246,0,38,0,87,32
201208,NVEG,6,0.0033879164313946925,1771,39.391774891774894,8.778891398456617,0,345,16,815,32
201208,Production Support,0,0,922,43.13602675343456,14.30504338394794,0,149,6,585,32
201208,Quality,0,0,445,38.76067415730337,11.5438202247191,0,94,1,150,32
201208,Sales,7,0.014141414141414142,495,41.64545454545455,9.641750841750842,0,114,6,211,32
201208,SBU,0,0,123,44.18157181571815,7.072493224932249,0,29,3,68,32
201208,Tech Dev,2,0.0012315270935960591,1624,40.83733579638752,11.266112479474549,0,306,13,944,32
201208,Tech Pathfinding,1,0.030303030303030304,33,42.78787878787879,12.84848484848485,0,8,0,21,32
201208,Unknown,0,0,1,0,0.08333333333333333,0,0,0,0,32
201209,Back End,84,0.011408393317941056,7363,34.65145547557608,8.953585495042782,0,627,122,2190,33
201209,CCG,0,0,282,41.77630023640662,10.811170212765958,0,69,9,153,33
201209,Central BU,0,0,6,44.75,13.944444444444445,0,3,0,6,33
201209,Central Eng & Strategy,0,0,10,39.416666666666664,10.4,0,1,0,3,33
201209,CNBU,2,0.02197802197802198,91,43.24175824175824,9.305860805860805,0,23,1,50,33
201209,Corporate,0,0,368,44.38315217391304,8.722373188405797,0,89,1,193,33
201209,DEG,5,0.00620347394540943,806,39.752481389578165,10.519023986765921,0,150,2,402,33
201209,EBU,0,0,111,42.7012012012012,11.445195195195195,0,26,2,47,33
201209,Finance,4,0.007462686567164179,536,40.04804104477612,8.925684079601991,0,165,5,228,33
201209,Front End,57,0.006885721188692921,8278,36.95721591366675,8.438028509301764,0,1148,260,3195,33
201209,GCM,0,0,43,43.68023255813953,8.616279069767442,0,7,0,26,33
201209,Global Procurement,0,0,382,42.794502617801044,11.794938917975566,0,75,4,208,33
201209,GSC,2,0.009216589861751152,217,37.602918586789556,9.942012288786483,0,35,3,104,33
201209,HR,2,0.005952380952380952,336,40.985863095238095,9.423859126984127,0,76,5,168,33
201209,Inactive,0,0,7,40.083333333333336,7.809523809523809,0,1,1,4,33
201209,IT,2,0.0022123893805309734,904,40.727507374631266,10.720317109144544,0,111,8,447,33
201209,Legal,0,0,76,45.47258771929825,9.68859649122807,0,17,0,60,33
201209,Lexar,0,0,112,46.4032738095238,6.763392857142858,0,28,2,61,33
201209,MBU,1,0.00684931506849315,146,41.69805936073059,11.098173515981735,0,38,0,89,33
201209,NVEG,3,0.0016939582156973462,1771,39.36674195369847,8.761810653115,0,349,14,815,33
201209,Production Support,3,0.003257328990228013,921,43.11753528773073,14.31768005790807,0,149,6,594,33
201209,Quality,1,0.002232142857142857,448,38.680431547619044,11.469308035714285,0,97,1,151,33
201209,Sales,7,0.014256619144602852,491,41.68499660556687,9.587236931432452,0,115,6,209,33
201209,SBU,0,0,124,44.15389784946237,7.015456989247312,0,29,3,69,33
201209,Tech Dev,7,0.004257907542579075,1644,40.776358475263585,11.223134630981347,0,307,14,945,33
201209,Tech Pathfinding,1,0.04,25,42.53333333333333,14.303333333333333,0,8,0,20,33
201209,Unknown,0,0,1,41.083333333333336,0,0,0,0,1,33
201210,Back End,101,0.013652338469856718,7398,34.78290303685681,8.907508786158422,0,638,124,2210,34
201210,CCG,0,0,285,42.0374269005848,10.789766081871344,0,70,10,152,34
201210,Central BU,0,0,6,44.916666666666664,14.111111111111112,0,3,0,6,34
201210,Central Eng & Strategy,1,0.1,10,39.583333333333336,10.558333333333334,0,1,0,3,34
201210,CNBU,1,0.01098901098901099,91,43.57326007326008,9.736263736263735,0,23,1,51,34
201210,Corporate,2,0.005208333333333333,384,44.53993055555555,8.75802951388889,0,91,1,196,34
201210,DEG,1,0.0012360939431396785,809,39.773279769262466,10.522970745776679,0,148,2,399,34
201210,EBU,0,0,117,42.763532763532766,11.25071225071225,0,26,2,47,34
201210,Finance,7,0.012939001848428836,541,40.16574245224892,9.024953789279113,0,171,5,229,34
201210,Front End,81,0.009737917768694399,8318,37.01729181694318,8.525677246132885,0,1148,256,3217,34
201210,GCM,0,0,43,43.8468992248062,8.782945736434108,0,7,0,26,34
201210,Global Procurement,3,0.007874015748031496,381,42.897419072615925,11.94750656167979,0,75,4,205,34
201210,GSC,2,0.00909090909090909,220,37.85757575757576,10.06439393939394,0,36,4,106,34
201210,HR,8,0.023880597014925373,335,40.994278606965175,9.505970149253733,0,78,5,166,34
201210,Inactive,0,0,2,47.166666666666664,11.458333333333334,0,1,1,0,34
201210,IT,5,0.005387931034482759,928,40.6573275862069,10.690283764367814,0,114,8,451,34
201210,Legal,1,0.012987012987012988,77,45.50974025974026,9.727272727272728,0,17,0,61,34
201210,Lexar,1,0.008695652173913044,115,46.63333333333333,6.75,0,28,3,63,34
201210,MBU,2,0.013513513513513514,148,41.686373873873876,11.109797297297298,0,38,0,91,34
201210,NVEG,10,0.005583472920156337,1791,39.36557788944724,8.71612693095105,0,346,16,823,34
201210,Production Support,4,0.004319654427645789,926,43.236591072714184,14.407217422606193,0,151,7,596,34
201210,Quality,0,0,453,38.90360559234731,11.483995584988962,0,97,2,154,34
201210,Sales,5,0.010141987829614604,493,41.72954699121028,9.652298850574713,0,115,7,208,34
201210,SBU,2,0.016,125,43.532000000000004,7.6706666666666665,0,32,2,71,34
201210,Tech Dev,6,0.0035231943628890195,1703,40.823987081620665,11.063906831082404,0,312,15,969,34
201210,Tech Pathfinding,0,0,25,43.68666666666667,15.043333333333335,0,7,0,18,34
201211,Back End,75,0.010069817400644469,7448,34.772377372001436,8.87218045112782,0,642,124,2236,35
201211,CCG,1,0.0034482758620689655,290,42.271264367816094,10.741954022988507,0,72,12,153,35
201211,Central BU,0,0,6,45,14.194444444444445,0,3,0,6,35
201211,Central Eng & Strategy,0,0,9,37.73148148148148,11.712962962962962,0,1,0,3,35
201211,CNBU,1,0.01098901098901099,91,43.595238095238095,9.809523809523808,0,24,1,53,35
201211,Corporate,2,0.005277044854881266,379,44.62730870712401,8.78188214599824,0,92,1,194,35
201211,DEG,1,0.0012345679012345679,810,39.79681069958848,10.539814814814815,0,147,2,403,35
201211,EBU,0,0,119,42.864845938375346,11.144257703081232,0,26,2,47,35
201211,Finance,0,0,537,40.438237119801364,9.12957790192427,0,173,6,224,35
201211,Front End,73,0.008653390232337601,8436,36.946785601390864,8.448939070649597,0,1143,257,3311,35
201211,GCM,1,0.023255813953488372,43,43.93023255813953,8.868217054263566,0,7,0,26,35
201211,Global Procurement,2,0.0051813471502590676,386,43.05332469775475,12.2206390328152,0,78,4,194,35
201211,GSC,1,0.004545454545454545,220,38.11931818181818,10.087878787878788,0,36,3,109,35
201211,HR,7,0.021021021021021023,333,41.293793793793796,9.667167167167166,0,81,5,167,35
201211,Inactive,0,0,2,47.25,11.541666666666666,0,1,1,0,35
201211,IT,6,0.0064034151547491995,937,40.652525791533265,10.648790466026325,0,116,9,453,35
201211,Legal,0,0,77,45.65367965367965,9.833333333333334,0,17,0,62,35
201211,Lexar,0,0,114,46.5438596491228,6.736111111111111,0,28,3,66,35
201211,MBU,1,0.006802721088435374,147,41.476190476190474,11.179138321995465,0,37,0,91,35
201211,NVEG,6,0.0033370411568409346,1798,39.3768539117538,8.765572858731923,0,346,16,827,35
201211,Production Support,1,0.0010787486515641855,927,43.316073354908305,14.412261776339447,0,150,6,593,35
201211,Quality,1,0.002197802197802198,455,38.886813186813185,11.476007326007327,0,96,3,158,35
201211,Sales,6,0.012096774193548387,496,41.81401209677419,9.639784946236558,0,114,7,220,35
201211,SBU,2,0.016,125,43.48666666666667,7.498666666666666,0,31,2,70,35
201211,Tech Dev,4,0.002369668246445498,1688,40.90699052132701,11.165086887835704,0,313,15,960,35
201211,Tech Pathfinding,0,0,27,43.358024691358025,14.08641975308642,0,7,0,19,35
201212,Back End,86,0.011582491582491583,7425,34.79163860830528,8.893019079685747,0,642,126,2268,36
201212,CCG,1,0.0034602076124567475,289,42.23471741637832,10.759227220299884,0,74,11,153,36
201212,Central BU,0,0,7,44.35714285714286,12.928571428571429,0,3,0,7,36
201212,Central Eng & Strategy,0,0,9,37.73148148148148,11.712962962962962,0,1,0,3,36
201212,CNBU,1,0.010416666666666666,96,43.37152777777778,9.362847222222223,0,26,1,59,36
201212,Corporate,19,0.05191256830601093,366,44.56534608378871,9.226775956284152,0,84,1,188,36
201212,DEG,0,0,810,39.824176954732515,10.542592592592593,0,147,4,403,36
201212,EBU,0,0,120,43.14513888888889,11.076388888888888,0,28,2,49,36
201212,Finance,3,0.0055658627087198514,539,40.434137291280145,9.11873840445269,0,174,4,227,36
201212,Front End,45,0.00533744514292492,8431,36.87674455382912,8.376309650891551,0,1149,255,3416,36
201212,GCM,0,0,42,43.8531746031746,8.732142857142858,0,7,0,25,36
201212,Global Procurement,2,0.005076142131979695,394,43.2172165820643,12.272208121827411,0,76,3,201,36
201212,GSC,3,0.013333333333333334,225,38.14111111111111,9.884444444444444,0,36,3,121,36
201212,HR,2,0.0061162079510703364,327,41.475280326197755,9.759683995922527,0,79,6,161,36
201212,Inactive,0,0,2,47.25,11.541666666666666,0,1,1,0,36
201212,IT,7,0.0074866310160427805,935,40.57023172905526,10.559982174688058,0,115,9,451,36
201212,Legal,0,0,77,45.65367965367965,9.833333333333334,0,17,0,63,36
201212,Lexar,1,0.008771929824561403,114,46.436403508771924,6.680555555555556,0,29,2,66,36
201212,MBU,0,0,145,41.548850574712645,11.283333333333333,0,35,0,91,36
201212,NVEG,7,0.0038503850385038503,1818,39.341034103410344,8.664649798313166,0,344,18,845,36
201212,Production Support,5,0.0053533190578158455,934,43.33824054246966,14.304246966452533,0,150,6,603,36
201212,Quality,0,0,458,38.883733624454145,11.414119359534206,0,96,3,161,36
201212,Sales,1,0.0020242914979757085,494,41.72857624831309,9.59412955465587,0,114,7,225,36
201212,SBU,0,0,121,43.696969696969695,7.849862258953167,0,30,1,73,36
201212,Tech Dev,5,0.0029568302779420462,1691,40.89922136802681,11.1359649122807,0,313,12,977,36
201212,Tech Pathfinding,0,0,27,43.358024691358025,14.08641975308642,0,7,0,14,36
201301,Back End,95,0.012876118189211168,7378,34.934749706334145,9.044422607752779,0,645,138,2305,37
201301,CCG,1,0.003215434083601286,311,42.4978563772776,11.293140407288318,0,77,11,173,37
201301,Central BU,0,0,7,44.523809523809526,13.071428571428571,0,3,0,7,37
201301,Central Eng & Strategy,0,0,9,37.898148148148145,11.879629629629628,0,1,0,3,37
201301,CNBU,0,0,97,43.36254295532646,9.649484536082474,0,29,1,68,37
201301,Corporate,3,0.009933774834437087,302,44.35761589403973,10.431843267108167,0,72,5,178,37
201301,DEG,6,0.007334963325183374,818,39.86338630806846,10.648940505297473,0,150,7,414,37
201301,EBU,0,0,120,43.31180555555556,11.243055555555555,0,28,2,59,37
201301,Finance,6,0.011131725417439703,539,40.574984539270254,9.179344465058751,0,172,6,235,37
201301,Front End,73,0.008669833729216153,8420,37.05365201900238,8.51520190023753,0,1157,285,3170,37
201301,GCM,0,0,41,43.91260162601626,8.737804878048781,0,7,1,23,37
201301,Global Procurement,3,0.007614213197969543,394,43.35786802030457,12.339467005076143,0,75,4,205,37
201301,GSC,2,0.009009009009009009,222,38.3963963963964,9.994744744744745,0,36,5,112,37
201301,HR,5,0.015015015015015015,333,41.69544544544544,9.887887887887887,0,79,10,158,37
201301,IT,2,0.0021436227224008574,933,40.748124330117896,10.778849589138979,0,116,16,434,37
201301,Legal,0,0,77,45.82034632034632,10,0,17,0,63,37
201301,Lexar,0,0,113,46.64306784660767,6.877581120943954,0,28,1,70,37
201301,MBU,2,0.013605442176870748,147,41.695578231292515,11.535714285714285,0,36,0,96,37
201301,NVEG,15,0.008259911894273128,1816,39.47411894273127,8.796393171806168,0,337,24,873,37
201301,Production Support,1,0.0010775862068965517,928,43.54965876436782,14.486350574712644,0,150,7,647,37
201301,Quality,4,0.0087527352297593,457,39.001823486506204,11.610867979576952,0,96,3,158,37
201301,Sales,4,0.00808080808080808,495,41.856228956228954,9.776599326599326,0,117,12,216,37
201301,SBU,2,0.016666666666666666,120,43.888194444444444,8.0375,0,29,1,71,37
201301,Tech Dev,7,0.004105571847507331,1705,41.04310850439882,11.273118279569893,0,311,14,1020,37
201301,Tech Pathfinding,0,0,27,43.52469135802469,14.253086419753087,0,8,0,14,37
201301,Unknown,1,1,1,40.916666666666664,6.416666666666667,0,0,0,1,37
201302,Back End,53,0.007223660896824315,7337,35.030473399663805,9.159533869428921,0,644,144,2298,38
201302,CCG,1,0.003246753246753247,308,42.431006493506494,11.44237012987013,0,77,10,175,38
